Jug,Jugador,Eq,T1C,T1I,%T1,T2C,T2I,%T2,T3C,T3I,%T3
11-08-2024,Anthony Polite,BRE,35,47,74.5,34,69,49.3,25,57,43.9
13-08-2024,Anthony Polite,BRE,35,47,74.5,34,69,49.3,25,57,43.9
