Jug,Jugador,Eq,T1C,T1I,%T1,T2C,T2I,%T2,T3C,T3I,%T3
11-08-2024,Ousmane Ndiaye,PAL,10,13,76.9,14,19,73.7,9,34,26.5
13-08-2024,Ousmane Ndiaye,PAL,10,13,76.9,14,19,73.7,9,34,26.5
