Jug,Jugador,Eq,T1C,T1I,%T1,T2C,T2I,%T2,T3C,T3I,%T3
18-08-2024,Tyson Pérez,AND,58,88,65.9,83,131,63.4,5,27,18.5
19-08-2024,Tyson Pérez,AND,58,88,65.9,83,131,63.4,5,27,18.5
