Jug,Jugador,Eq,T1C,T1I,%T1,T2C,T2I,%T2,T3C,T3I,%T3
11-08-2024,Dani García,MAN,27,32,84.4,19,58,32.8,37,94,39.4
13-08-2024,Dani García,MAN,27,32,84.4,19,58,32.8,37,94,39.4
