Jug,Jugador,Eq,PJ,Min,Ritmo,Uso,UsoTC,EfOf,EfDef,EfNeta,Infl,%RbDf,%RbOf,%RbT,AsxPer,%As,%Tap,%TiroReal,EfTiro,EfTiroR
11-08-2024,Nico Brussino,GCA,36,940,76.0,24,22,109.5,108.7,0.8,1.3,19,3,11,1.7,16,2,58,1.07,1.12
13-08-2024,Nico Brussino,GCA,36,940,76.0,24,22,109.5,108.7,0.8,1.3,19,3,11,1.7,16,2,58,1.07,1.12
