Jug,Jugador,Eq,PJ,Min,Ritmo,Uso,UsoTC,EfOf,EfDef,EfNeta,Infl,%RbDf,%RbOf,%RbT,AsxPer,%As,%Tap,%TiroReal,EfTiro,EfTiroR
15-08-2024,Andrew Albicy,GCA,36,906,75.6,18,14,109.9,107.5,2.3,1.1,6,2,4,2.0,23,0,47,0.82,1.12
17-08-2024,Andrew Albicy,GCA,36,906,75.6,18,14,109.9,107.5,2.3,1.1,6,2,4,2.0,23,0,47,0.82,1.12
