Jug,Jugador,Eq,T1C,T1I,%T1,T2C,T2I,%T2,T3C,T3I,%T3
11-08-2024,Joe Thomasson,COV,47,54,87.0,75,137,54.7,28,81,34.6
13-08-2024,Joe Thomasson,COV,47,54,87.0,75,137,54.7,28,81,34.6
