Jug,Jugador,Eq,T1C,T1I,%T1,T2C,T2I,%T2,T3C,T3I,%T3
18-08-2024,Anzejs Pasecniks,PAL,96,171,56.1,171,275,62.2,1,10,10.0
19-08-2024,Anzejs Pasecniks,PAL,96,171,56.1,171,275,62.2,1,10,10.0
