Jug,Jugador,Eq,T1C,T1I,%T1,T2C,T2I,%T2,T3C,T3I,%T3
18-08-2024,Mindaugas Susinskas,GIR,31,38,81.6,30,68,44.1,48,90,53.3
19-08-2024,Mindaugas Susinskas,GIR,31,38,81.6,30,68,44.1,48,90,53.3
