Jug,Jugador,Eq,PJ,Min,Ritmo,Uso,UsoTC,EfOf,EfDef,EfNeta,Infl,%RbDf,%RbOf,%RbT,AsxPer,%As,%Tap,%TiroReal,EfTiro,EfTiroR
15-08-2024,Damien Inglis,VBC,36,747,78.2,21,19,108.3,109.6,-1.3,-3.0,21,8,15,1.3,17,2,54,1.01,1.1
17-08-2024,Damien Inglis,VBC,36,747,78.2,21,19,108.3,109.6,-1.3,-3.0,21,8,15,1.3,17,2,54,1.01,1.1
