Jug,Jugador,Eq,PJ,Min,Ritmo,Uso,UsoTC,EfOf,EfDef,EfNeta,Infl,%RbDf,%RbOf,%RbT,AsxPer,%As,%Tap,%TiroReal,EfTiro,EfTiroR
18-08-2024,Jabari Parker,FCB,38,824,78.6,26,26,114.3,111.1,3.2,-2.6,13,4,9,0.7,5,1,62,1.17,1.08
19-08-2024,Jabari Parker,FCB,38,824,78.6,26,26,114.3,111.1,3.2,-2.6,13,4,9,0.7,5,1,62,1.17,1.08
