Jug,Jugador,Eq,T1C,T1I,%T1,T2C,T2I,%T2,T3C,T3I,%T3
11-08-2024,David Jelínek,MUR,8,10,80.0,13,30,43.3,21,66,31.8
13-08-2024,David Jelínek,MUR,8,10,80.0,13,30,43.3,21,66,31.8
