Jug,Jugador,Eq,PJ,Min,Ritmo,Uso,UsoTC,EfOf,EfDef,EfNeta,Infl,%RbDf,%RbOf,%RbT,AsxPer,%As,%Tap,%TiroReal,EfTiro,EfTiroR
15-08-2024,Yannick Kraag,JOV,32,506,79.4,15,15,104.3,116.2,-11.9,-10.9,15,7,11,0.8,4,1,55,1.08,1.1
17-08-2024,Yannick Kraag,JOV,32,506,79.4,15,15,104.3,116.2,-11.9,-10.9,15,7,11,0.8,4,1,55,1.08,1.1
