Jug,Jugador,Eq,T1C,T1I,%T1,T2C,T2I,%T2,T3C,T3I,%T3
11-08-2024,Dejan Kravic,ZAR,27,45,60.0,97,165,58.8,0,0,0.0
13-08-2024,Dejan Kravic,ZAR,27,45,60.0,97,165,58.8,0,0,0.0
