Jug,Jugador,Eq,T1C,T1I,%T1,T2C,T2I,%T2,T3C,T3I,%T3
11-08-2024,Rigoberto Mendoza,OBR,20,22,90.9,56,106,52.8,13,33,39.4
13-08-2024,Rigoberto Mendoza,OBR,20,22,90.9,56,106,52.8,13,33,39.4
