Jug,Jugador,Eq,T1C,T1I,%T1,T2C,T2I,%T2,T3C,T3I,%T3
18-08-2024,Nemanja Radovic,MUR,50,60,83.3,110,227,48.5,9,37,24.3
19-08-2024,Nemanja Radovic,MUR,50,60,83.3,110,227,48.5,9,37,24.3
