Jug,Jugador,Eq,T1C,T1I,%T1,T2C,T2I,%T2,T3C,T3I,%T3
15-08-2024,Sergi García,BRE,51,57,89.5,40,90,44.4,30,108,27.8
17-08-2024,Sergi García,BRE,51,57,89.5,40,90,44.4,30,108,27.8
