Jug,Jugador,Eq,PJ,Min,Ritmo,Uso,UsoTC,EfOf,EfDef,EfNeta,Infl,%RbDf,%RbOf,%RbT,AsxPer,%As,%Tap,%TiroReal,EfTiro,EfTiroR
18-08-2024,Arturs Kurucs,MUR,18,198,78.6,15,15,104.4,103.2,1.2,1.9,7,1,4,0.7,6,0,50,1.0,1.01
19-08-2024,Arturs Kurucs,MUR,18,198,78.6,15,15,104.4,103.2,1.2,1.9,7,1,4,0.7,6,0,50,1.0,1.01
