Jug,Jugador,Eq,T1C,T1I,%T1,T2C,T2I,%T2,T3C,T3I,%T3
11-08-2024,Toni Nakic,BRE,21,26,80.8,20,38,52.6,26,64,40.6
13-08-2024,Toni Nakic,BRE,21,26,80.8,20,38,52.6,26,64,40.6
