Jug,Jugador,Eq,PJ,Min,Ritmo,Uso,UsoTC,EfOf,EfDef,EfNeta,Infl,%RbDf,%RbOf,%RbT,AsxPer,%As,%Tap,%TiroReal,EfTiro,EfTiroR
18-08-2024,Kyle Guy,CAN,19,408,76.0,34,32,117.8,114.7,3.1,1.9,8,2,5,1.9,17,0,58,1.08,1.09
19-08-2024,Kyle Guy,CAN,19,408,76.0,34,32,117.8,114.7,3.1,1.9,8,2,5,1.9,17,0,58,1.08,1.09
