Eq,PJ,Min,Ritmo,EfOf,EfDef,EfNeta,+/-,%RbDf,%RbOf,%RbT,AsxPer,%As,%Tap,%TiroReal,EfTiro,EfTiroR
04-08-2024,34,6.825,75.1,104.7,116.1,-11.4,-8.3,69,29,49,1.2,55,9,56,1.04,1.1
