Eq,PJ,Min,Ritmo,EfOf,EfDef,EfNeta,+/-,%RbDf,%RbOf,%RbT,AsxPer,%As,%Tap,%TiroReal,EfTiro,EfTiroR
11-08-2024,36,7.225,79.4,105.3,106.4,-1.1,0.1,71,34,52,1.3,58,9,54,1.0,1.04
13-08-2024,36,7.225,79.4,105.3,106.4,-1.1,0.1,71,34,52,1.3,58,9,54,1.0,1.04
