PosVal,Equipo,PJ,Min,PT%,T3C,T3I,T3%,T2C,T2I,T2%,T1C,T1I,T1%,RbOf%,RbDf%,RbT%,Asi%,Rob%,Per%,TapF%,TapC%,Mates%,FaltasC%,FaltasR%,Val
7,15-08-2024,36,202:05,83.3,9.9,28.9,34.3,19.7,35.6,55.2,14.3,19.6,72.6,10.3,23.1,33.4,17.5,8.5,12.0,3.1,2.6,2.0,21.1,20.5,90.4
