Eq,PJ,Min,Ritmo,EfOf,EfDef,EfNeta,+/-,%RbDf,%RbOf,%RbT,AsxPer,%As,%Tap,%TiroReal,EfTiro,EfTiroR
11-08-2024,34,6.85,75.2,106.8,113.8,-7.0,-5.2,71,32,50,1.1,52,6,57,1.05,1.14
