PosVal,Equipo,PJ,Min,PT%,T3C,T3I,T3%,T2C,T2I,T2%,T1C,T1I,T1%,RbOf%,RbDf%,RbT%,Asi%,Rob%,Per%,TapF%,TapC%,Mates%,FaltasC%,FaltasR%,Val
2,18-08-2024,39,201:55,88.4,9.5,23.7,40.2,22.7,40.1,56.7,14.3,19.7,72.5,10.0,25.4,35.4,19.2,6.7,13.3,2.3,2.4,3.5,18.7,20.7,101.3
2,19-08-2024,39,201:55,88.4,9.5,23.7,40.2,22.7,40.1,56.7,14.3,19.7,72.5,10.0,25.4,35.4,19.2,6.7,13.3,2.3,2.4,3.5,18.7,20.7,101.3
