PosVal,Equipo,PJ,Min,PT%,T3C,T3I,T3%,T2C,T2I,T2%,T1C,T1I,T1%,RbOf%,RbDf%,RbT%,Asi%,Rob%,Per%,TapF%,TapC%,Mates%,FaltasC%,FaltasR%,Val
8,18-08-2024,34,200:44,84.8,8.3,23.4,35.4,22.7,41.3,55.0,14.6,19.7,74.2,10.1,23.4,33.5,16.6,8.2,11.7,1.9,2.9,3.1,21.5,19.9,90.0
8,19-08-2024,34,200:44,84.8,8.3,23.4,35.4,22.7,41.3,55.0,14.6,19.7,74.2,10.1,23.4,33.5,16.6,8.2,11.7,1.9,2.9,3.1,21.5,19.9,90.0
