Eq,PJ,Min,Ritmo,EfOf,EfDef,EfNeta,+/-,%RbDf,%RbOf,%RbT,AsxPer,%As,%Tap,%TiroReal,EfTiro,EfTiroR
11-08-2024,34,6.800,77.0,106.1,112.3,-6.2,-4.8,71,29,49,1.3,54,6,56,1.02,1.10
