Eq,PJ,Min,Ritmo,EfOf,EfDef,EfNeta,+/-,%RbDf,%RbOf,%RbT,AsxPer,%As,%Tap,%TiroReal,EfTiro,EfTiroR
15-08-2024,34,6.875,73.7,99.9,106.0,-6.1,-4.2,68,30,48,1.1,56,9,53,0.96,1.04
