PosVal,Equipo,PJ,Min,PT%,T3C,T3I,T3%,T2C,T2I,T2%,T1C,T1I,T1%,RbOf%,RbDf%,RbT%,Asi%,Rob%,Per%,TapF%,TapC%,Mates%,FaltasC%,FaltasR%,Val
12,18-08-2024,34,202:12,81.2,7.8,25.1,31.2,20.7,38.4,53.9,16.3,20.6,78.9,10.7,24.7,35.5,14.9,6.9,13.2,3.4,2.4,1.5,21.3,21.1,86.8
12,19-08-2024,34,202:12,81.2,7.8,25.1,31.2,20.7,38.4,53.9,16.3,20.6,78.9,10.7,24.7,35.5,14.9,6.9,13.2,3.4,2.4,1.5,21.3,21.1,86.8
