PosVal,Equipo,PJ,Min,PT%,T3C,T3I,T3%,T2C,T2I,T2%,T1C,T1I,T1%,RbOf%,RbDf%,RbT%,Asi%,Rob%,Per%,TapF%,TapC%,Mates%,FaltasC%,FaltasR%,Val
13,15-08-2024,34,200:44,78.7,8.1,24.5,33.3,20.6,38.4,53.5,13.2,18.2,72.3,10.6,24.9,35.5,16.3,7.5,13.8,4.4,2.8,3.0,20.6,19.3,85.2
