Eq,PJ,Min,Ritmo,EfOf,EfDef,EfNeta,+/-,%RbDf,%RbOf,%RbT,AsxPer,%As,%Tap,%TiroReal,EfTiro,EfTiroR
11-08-2024,36,7.275,75.3,109.5,107.9,1.6,2.6,71,29,49,1.5,56,8,57,1.07,1.1
13-08-2024,36,7.275,75.3,109.5,107.9,1.6,2.6,71,29,49,1.5,56,8,57,1.07,1.1
