PosVal,Equipo,PJ,Min,PT%,T3C,T3I,T3%,T2C,T2I,T2%,T1C,T1I,T1%,RbOf%,RbDf%,RbT%,Asi%,Rob%,Per%,TapF%,TapC%,Mates%,FaltasC%,FaltasR%,Val
14,18-08-2024,34,200:00,81.6,8.1,23.6,34.1,20.4,39.9,51.1,16.7,22.5,74.3,10.6,24.0,34.7,16.3,6.7,12.9,2.1,2.7,1.7,22.0,21.5,84.5
14,19-08-2024,34,200:00,81.6,8.1,23.6,34.1,20.4,39.9,51.1,16.7,22.5,74.3,10.6,24.0,34.7,16.3,6.7,12.9,2.1,2.7,1.7,22.0,21.5,84.5
