Eq,PJ,Min,Ritmo,EfOf,EfDef,EfNeta,+/-,%RbDf,%RbOf,%RbT,AsxPer,%As,%Tap,%TiroReal,EfTiro,EfTiroR
11-08-2024,34,6.85,76.6,114.6,114.5,0.1,0.1,69,27,48,1.4,54,5,61,1.14,1.1
